Name,Address,Province,City,Postal Code,Telephone,Email,Find or become a mentor to a newcomer,Francophone service provider,Help finding a job,Help preparing for the citizenship test,Help with daily life,Job-specific language training,Language assessment,Language training (general),Other Services,Services for LGBTQ2,Services for refugees,Services for seniors,Services for women,Services for youth
Catholic Crosscultural Services,1081 Progress Ave Burrows Hall Library         ,Ontario,Toronto,M1B 5Z6,416-396-8742, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,1200 Markham Road Suite 503,Ontario,Toronto,M1H 3C3,416-289-6766, ,False,False,False,True,True,True,False,True,False,True,False,False,False,False
Catholic Crosscultural Services,1477 Mississauga Valley Blvd,Ontario,Mississauga,L5A 3Y4,905-232-7010, ,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Catholic Crosscultural Services,164 Queen Street East,Ontario,Brampton,L6V 1B4,905-457-7740, ,False,False,True,False,True,False,False,True,False,False,False,False,True,False
Catholic Crosscultural Services,2206 Eglinton Avenue East Suite 124,Ontario,Toronto,M1L 4S7,416-759-8800, ,False,False,False,True,True,True,False,True,False,False,False,False,False,False
Catholic Crosscultural Services,3227 Eglinton Avenue East Suite 135,Ontario,Toronto,M1J 3M5,416-266-7200, ,False,False,False,True,True,False,False,False,False,False,False,False,True,False
Catholic Crosscultural Services,3660 Hurontario Street 7th Floor,Ontario,Mississauga,L5B 3C4,905-273-4140, ,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Catholic Crosscultural Services,4557 Hurontario Street Unit B11,Ontario,Mississauga,L4Z 3x3,905-272-1703, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Catholic Crosscultural Services,55 Town Centre Court Suite 401,Ontario,Toronto,M1P 4X4,416-290-1700, ,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Catholic Crosscultural Services,ACCES Brampton 44 Peel Centre Dr. Suite 201       ,Ontario,Brampton,L6T 4B5,905-454-2316, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,ACCES Mississauga 151 City Centre Dr. Suite 600       ,Ontario,Mississauga,L5B 1M8,905-361-2522, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Agincourt District Library 155 Bonis Avenue        ,Ontario,Toronto,M1T 3W6,416-396-8943, ,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Catholic Crosscultural Services,Albert Campbell Library 496 Birchmount Rd        ,Ontario,Toronto,M1K1N8,416-396-8911, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Cedarbrea Library 545 Markham Rd        ,Ontario,Toronto,M1H 2A2,416-396-8867, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Dr. Roz's Healing Place Shelter 21 Brimley Road        ,Ontario,Toronto,M1M 1H3,416-264-0823, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,East Scarborough Storefront 4040 Lawrence Ave East        ,Ontario,Toronto,M1E 2R5,416-208-4421, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Goldhawk Park Library 295 Alton Tower        ,Ontario,Toronto,M1V 4P1,416-396-8965, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Maryvale Library 85 Ellesmere Rd Unit 16        ,Ontario,Toronto,M1R 4B9,416-396-8931, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Newcomer Information Centre Brampton East 263 Queen St E Suite 14      ,Ontario,Brampton,L6W 4K6,905-595-0722, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Newcomer Information Centre Brampton South 7700 Hurontario St Suite 100      ,Ontario,Brampton,L6Y 4M3,905-457-4747, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Newcomer Information Centre Malton 7420 Airport Rd Unit 104       ,Ontario,Mississauga,L4T 4E5,905-677-0007, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Newcomer Information Centre 50 Burhamthorpe Rd W Suite 300       ,Ontario,Mississauga,L5B 3C2,905-949-0049, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Ontario Early Years Centre (OEYC) 4218 Lawrence Ave E        ,Ontario,Toronto,M1E 4X9,416-282-7284, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,SCoP 60 West Drive        ,Ontario,Brampton,L6T 3T6,905-450-4650, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Crosscultural Services,Woodside Square Library 1571 Sandhurst Circle        ,Ontario,Toronto,M1V 1V2,416-396-8980, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Catholic Social Services Edmonton,8212 118 Avenue NW,Alberta,Edmonton,T5B 0S3,780-424-3545, ,True,False,True,False,True,False,True,False,False,False,True,False,False,False
Catholic Social Services Lloydminster,6612 - 35 Street,Alberta,Lloydminster,T9V 0H9,780-875-9084,shauna.godin@cssalberta.ca,False,False,False,False,True,False,False,False,True,False,True,False,True,False
Catholic Social Services Red Deer,5000 Gaetz Avenue Suite 202,Alberta,Red Deer,T4N 6C2,403-346-8818, ,False,False,True,False,True,False,False,False,False,False,True,False,False,False
Central Alberta Immigrant Women's Association (CAIWA),#1-4910 45th Street  ,Alberta,Red Deer,T4N 1K6,403-341-3553, ,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Central Alberta Refugee Effort (CARE) Committee,5000 Gaetz Avenue Suite 202,Alberta,Red Deer,T4N 6C2,403-346-8818 ext. 228, ,True,False,False,False,True,False,True,True,True,False,False,False,False,True
Central Vancouver Island Multicultural Society,101 319 Selby Street,British Columbia,Nanaimo,V9R 2R4,250-753-6911, ,True,False,True,False,True,True,True,True,False,False,False,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,1775 Totten Street,Ontario,Windsor,N9B 1X4,519-948-5545, ,False,True,False,False,True,False,False,False,True,False,True,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,1799 Ottawa Street,Ontario,Windsor,N8Y 1R4,519-948-5545, ,False,True,False,False,True,False,False,False,True,False,True,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,2520 CabanaWest,Ontario,Windsor,N8X 1E4,519-948-5545, ,False,True,False,False,True,False,False,False,True,False,True,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,2716 route 42,Ontario,St.Joachim,N0R 1S0,519-948-5545, ,False,True,False,False,True,False,False,False,True,False,True,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,395 Tecumseh Road West,Ontario,Windsor,N8X 1X4,519-948-5545, ,True,True,True,False,True,False,False,False,True,False,True,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,5305 Tecumseh Road East,Ontario,Windsor,N8T 1C5,519-948-5545, ,False,True,False,False,True,False,False,False,True,False,True,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,6200 Edgar Street,Ontario,Windsor,N8S 2A6,519-948-5545, ,False,True,False,False,True,False,False,False,True,False,True,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,633 Ouellette Avenue,Ontario,Windsor,N9E 1A5,519-948-5545, ,False,True,False,False,True,False,False,False,True,False,True,False,True,True
Centre Communautaire Francophone Windsor-Essex-Kent,890 Walker Road,Ontario,Windsor,N8Y 2N5,519-948-5545, ,True,True,True,True,True,False,False,False,True,False,True,True,True,True
Centre communautaire régional de London,920 rue Huron,Ontario,London,N5Y4K4,519-673-1977, ,True,True,True,True,True,False,False,False,True,False,True,True,False,True
Centre communautaire Sainte-Anne (CCSA),715 Priestman Street,New Brunswick,Fredericton,E3B 5W7,506-453-2731,info@ccsafredericton.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,False
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,9909 102 Street Suite 100,Alberta,Grand Prairie,T8V 2VA,780-760-5300 or 1-855-512-2623,info@canaf.ca,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,,Alberta,Lethbridge,Canada,403-532-6334 or 1-855-512-2623,info@canaf.ca,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,,Alberta,Medicine Hat,Canada,403-532-6334 or 1-855-512-2623,info@canaf.ca,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,,Alberta,Brooks,Canada,403-532-6334 or 1-855-512-2623,info@canaf.ca,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,110-5017 49th Street ,Alberta,Red Deer,T4N 1V4,403-532-6334 or 1-855-512-2623,info@canaf.ca,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Centre de Santé Communautaire du Grand Sudbury,19 Frood Road,Ontario,Sudbury,P3C 4Y0,705-670-2274, ,False,True,False,False,True,False,False,False,True,False,True,False,False,False
Centre de santé communautaire Hamilton/Niagara,1320 Barton Street East,Ontario,Hamilton,L8H 2W1,905-528-0163, ,True,True,True,False,True,False,False,False,True,True,True,True,True,True
Centre de santé communautaire Hamilton/Niagara,810 Main Street East,Ontario,Welland,L3B 3Y4,905-734-1141, ,True,True,True,False,True,False,False,False,True,True,True,True,True,True
Centre for Addiction and Mental Health,100 Stokes Street ,Ontario,Toronto,M6J 1H4,416-535-8501,info@camh.ca,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Centre For Addiction and Mental Health,100 Stokes Street 4th Floor,Ontario,Toronto,M6J 1H4,416-535-8501, ,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Centre for Canadian Language Benchmarks,294 Albert Street  Suite 400  ,Ontario,Ottawa,K1P6E6,613-230-7729,cpepin@language.ca,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Centre for Immigrant and Community Services,7220 Kennedy Road,Ontario,Markham,L3R 7P2,416-292-7510,info@cicscanada.com,False,False,False,False,False,True,False,True,False,True,False,True,False,True
Centre for Immigrant and Community Services ,1571 Sandhurst Circle Unit 202,Ontario,Toronto,M1V 1V2,416-293-4565, ,False,False,False,False,True,False,False,True,True,False,False,False,False,False
Centre for Immigrant and Community Services ,1761 Sheppard Avenue East,Ontario,Toronto,M2J 0A5,416-292-7510, ,False,False,True,False,True,False,False,False,True,False,False,False,False,False
Centre for Immigrant and Community Services ,2330 Midland Avenue,Ontario,Toronto,M1S 5G5,416-292-7510, ,True,False,True,True,True,False,False,False,True,False,False,True,False,True
Centre for Immigrant and Community Services ,2900 Warden Avenue,Ontario,Toronto,M1W 2S8,416-316-3803, ,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Centre for Immigrant and Community Services ,3850 Finch Avenue Suite 403,Ontario,Toronto,M1T 3T6,416-293-4565, ,False,False,False,False,True,False,False,False,True,False,False,True,False,False
Centre for Immigrant and Community Services ,4002 Sheppard Avenue East Suite 501,Ontario,Toronto,M1S 4R5,416-299-8118, ,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Centre for Immigrant and Community Services ,5284 Highway 7 East Unit 2,Ontario,Markham,L3P 1B9,905-294-8868, ,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Centre for Immigrant and Community Services ,7220 Kennedy Road Unit 8,Ontario,Markham,L3R 7P2,905-479-7926, ,True,False,True,False,True,False,False,True,False,False,False,True,True,True
Centre for Immigrant and Community Services - Fairview Library,35 Fairview Mall Drive,Ontario,Toronto,M2J 4S4,416-292-7510,info@cicscanada.com,False,False,False,True,True,False,False,False,True,False,False,False,False,False
Centre for Newcomers Society of Calgary,1010-999 36 Street NE,Alberta,Calgary,T2A 7X6,403-569-3325, ,True,False,True,False,True,True,False,True,False,True,True,True,True,True
Centre for Newcomers Society of Calgary (formerly Calgary Mennonite Centre for Newcomers),1010-999 36 Street NE,Alberta,Calgary,T2A 7X6,403-569-3325, ,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Centre Francophone du Grand Toronto ,20 Lower Spadina,Ontario,Toronto,M5V 2Z1,416-203-1220, ,False,True,True,True,True,False,False,False,False,False,True,False,True,False
Centre Francophone du Grand Toronto ,27 Tapscott Road,Ontario,Toronto,M1B 4Y7,416-922-2672, ,False,True,False,False,True,False,False,False,False,False,False,True,True,True
Centre Francophone du Grand Toronto ,4040 Lawrence Avenue East,Ontario,Scarborough,M1E 2R6,416-922-2672, ,True,True,True,False,True,True,True,True,True,False,False,True,True,True
Centre Francophone du Grand Toronto ,555 Richmond Street West Suite 303,Ontario,Toronto,M5V 3B1,416-922-2672, ,True,True,True,False,True,True,True,True,True,False,False,True,True,True
Centre Francophone du Grand Toronto ,6464 Yonge Street,Ontario,North York,M2M 3X4,416-221-4442, ,False,True,True,False,True,False,False,False,False,False,True,False,False,True
Centre Francophone du Grand Toronto ,7585 Financial Drive,Ontario,Brampton,L6Y 5P4,905-450-1106, ,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Centre Francophone du Grand Toronto (Ecole secondaire College francais),100 Carlton Street,Ontario,Toronto,M5B 1M3,416-922-2672, ,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Centre Francophone du Grand Toronto (Ecole secondaire College francais),110 Drewry Avenue,Ontario,Toronto,M2M 1C8,416-922-2672, ,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Centre Francophone du Grand Toronto (Ecole secondaire College francais),300 Banbury Street,Ontario,Toronto,M2L 2V3,416-922-2672, ,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Centre Francophone du Grand Toronto (Ecole secondaire College francais),330 Lansdowne Avenue,Ontario,Toronto,M6H 3Y1,416-922-2672, ,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Centre Francophone du Grand Toronto (Mississauga),3660 Hurontario Street Suite 601,Ontario,Mississauga,L5B 3C4,437-317-5648, ,False,True,False,True,True,False,False,False,True,False,True,False,False,True
Cercle Canadiens Francais de PG,1752 Fir Street Prince George ,British Columbia,Prince George,V2L 1E7,250-561-2565,directionccfpg@gmail.com,True,True,False,False,True,False,False,False,True,False,False,False,False,False
